emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
2.85,-89.07,36.92,7,1979,6,27,1,37,44.3,0.284,1.213,SSC|TMP09908
2.68,-97.29,39.92,7,1979,6,30,20,46,42.3,0.24,1.165,NCE|3.0lg
3.65,-76.6,46.87,18,1979,7,8,1,29,18,0.24,1.165,NCE|3.8mn
2.78,-89.31,36.91,2,1979,7,8,12,35,15.5,0.24,1.165,NCE|3.1lg
3.55,-74.65,46.54,18,1979,7,9,8,16,26,0.24,1.165,NCE|3.7mn
2.88,-100.32,40.18,4,1979,7,16,0,3,48.4,0.24,1.165,NCE|3.2lg
2.77,-82.55,34.741,0,1979,7,17,20,13,8.2,0.2,1.112,SRA|2.50mdGS
3.08,-84.825,35.229,10,1979,7,19,10,27,3.9,0.2,1.112,SRA|2.90mdTEC
3.55,-70.342,43.26,0,1979,7,28,23,29,0,0.353,1.391,SSC|3.55mwa(TblB3
2.77,-100.4,40.17,1,1979,8,2,4,16,22.2,0.2,1.112,SRA|2.50mdKGS
3.76,-111.466,48.487,5,1979,8,9,17,12,55.4,0.25,1.18,PDE|3.80mlGS
2.77,-80.22,32.99,10,1979,8,11,2,11,56.6,0.25,1.18,NCE|2.5ml
3.38,-84.36,35.21,10,1979,8,13,5,18,56.8,0.24,1.165,NCE|3.7lg
3.99,-82.54,33.9,23,1979,8,13,5,19,25.2,0.2,1.112,SRA|4.10mdTAR
4.71,-69.9,47.67,10,1979,8,19,22,49,31,0.125,1.042,J96|4.75mwm(23.18
3.38,-82.971,34.929,2,1979,8,26,1,31,45,0.333,1.342,PDE|3.70ukBLA
2.65,-91.5,36.3,0,1979,8,26,11,28,0,0.515,1.886,SSC|TMP10036
2.55,-100.34,40.14,2,1979,8,31,8,0,11.7,0.2,1.112,NCE|2.2mc
3.31,-83.24,35.3,10,1979,9,6,20,38,16.3,0.25,1.18,NCE|3.2ml
2.88,-83.91,35.58,12,1979,9,12,6,24,4,0.24,1.165,NCE|3.2lg
3.08,-99.47,35.19,1,1979,9,13,0,49,21.5,0.24,1.165,NCE|3.4lg
2.59,-80.287,32.771,10,1979,10,5,23,5,54.4,0.212,1.114,SSC|TMP10098
3.61,-82.08,36.44,5,1979,10,8,8,53,52.8,0.2,1.112,SRA|3.60mdGS
3.08,-81.362,34.314,5,1979,10,8,23,20,10.1,0.25,1.18,PDE|2.90mlGS
3,-91.3,36.72,3,1979,10,11,11,0,12.5,0.278,1.203,SSC|TMP10107
3.54,-110.93,37.89,7,1979,10,23,4,17,19.9,0.25,1.18,SRA|3.50mlUU
2.77,-84.778,35.354,7,1979,10,29,20,27,47.3,0.2,1.112,SRA|2.50mdTEC
2.55,-89.52,36.52,9,1979,11,3,5,3,6.3,0.297,1.235,SSC|TMP10143
2.88,-91.04,36.46,6,1979,11,5,16,35,25.9,0.24,1.165,NCE|3.2lg
2.55,-83.886,33.942,0,1979,11,7,22,21,22.8,0.297,1.235,SSC|TMP10149
3.28,-82.81,38.49,1,1979,11,9,21,29,59.8,0.24,1.165,NCE|3.6lg
2.77,-80.695,34.24,0,1979,11,20,15,49,2.8,0.2,1.112,SRA|2.50mdGS
2.98,-98.41,35.63,5,1979,11,27,9,10,36.7,0.24,1.165,NCE|3.3lg
3,-80.16,33.01,5,1979,12,7,5,43,34.9,0.2,1.112,NCE|2.8mc
2.7,-89.42,36.07,14,1979,12,10,15,52,1.6,0.29,1.223,SSC|TMP10189
3.65,-66.72,49.43,18,1979,12,19,18,58,10,0.24,1.165,NCE|3.8mn
2.55,-89.43,36.1,4,1979,12,27,7,58,0.4,0.297,1.235,SSC|TMP10214
2.73,-73.71,41.16,4,1979,12,30,14,19,23.8,0.164,1.066,SSC|TMP10218
2.62,-81.465,36.701,1,1980,1,6,13,50,56.6,0.294,1.23,SSC|TMP10227
3.58,-85.71,24.13,15,1980,1,10,19,16,23.5,0.24,1.165,NCE|3.9mb
2.76,-68.09,43.82,0,1980,1,14,5,57,0,0.365,1.424,SSC|2.76mwa(TblB3
2.85,-109.66,44.71,0,1980,1,16,7,3,27,0.2,1.112,SRA|2.60mdUSG
3.15,-73.93,41.31,0,1980,1,17,10,13,0,0.357,1.402,SSC|3.15mwa(TblB3
2.67,-75.07,46.14,5,1980,1,24,5,44,0,0.173,1.074,SSC|TMP10258
2.7,-88.81,37.8,1,1980,1,26,2,20,9.1,0.29,1.223,SSC|TMP10259
2.85,-66.1,40.4,0,1980,2,1,5,22,23,0.24,1.165,NCE|3.0mn
2.65,-75.3,44.76,0,1980,2,4,9,18,45.6,0.24,1.165,SRA|2.80mnPAL
2.58,-101.076,35.281,5,1980,2,21,20,42,0.9,0.333,1.342,PDE|2.90ukTUL
3.35,-91.22,49.62,18,1980,2,27,6,13,41,0.24,1.165,NCE|3.5mn
2.95,-74.2,42.58,12,1980,2,29,5,53,56.1,0.24,1.165,SRA|3.10mnPAL
2.81,-106.93,52.12,1,1980,2,29,19,41,0,0.22,1.123,SSC|TMP10299
2.7,-89.5,36.28,5,1980,3,6,8,30,34.7,0.29,1.223,SSC|TMP10305
3.4,-71.87,46.79,1,1980,3,11,4,15,0,0.125,1.042,J96|3.4mwa
3.36,-75.1,40.15,0,1980,3,11,6,0,0,0.125,1.042,SSC|3.40mwm(TblB2
2.65,-64.3,38.6,0,1980,3,11,10,7,0,0.24,1.165,NCE|2.8mn
2.68,-88.44,37.89,20,1980,3,13,2,23,13,0.24,1.165,NCE|3.0mb
2.61,-106.9,52.08,1,1980,3,18,0,31,0,0.221,1.124,SSC|TMP10328
2.98,-86.76,37.6,9,1980,3,23,21,38,16.2,0.24,1.165,NCE|3.3lg
2.65,-75.01,40.98,5,1980,3,25,18,54,35.8,0.24,1.165,SRA|2.80mnPAL
2.58,-89.06,37.21,5,1980,3,29,8,43,40.3,0.24,1.165,SRA|2.90mnSLM
3.46,-67.95,48.77,0,1980,4,3,16,57,0,0.125,1.042,SSC|3.50mwm(TblB2
2.75,-74.05,39.83,6,1980,4,5,11,49,33.8,0.24,1.165,SRA|2.90mnPAL
3.05,-72.22,43.13,0,1980,4,7,9,36,0,0.359,1.407,SSC|3.05mwa(TblB3
3.15,-68.36,44.71,0,1980,4,10,15,36,0,0.357,1.402,SSC|3.15mwa(TblB3
3.95,-81.64,49.64,18,1980,4,13,22,40,23,0.24,1.165,NCE|4.1mn
3.61,-112.342,48.791,5,1980,4,14,3,27,33.8,0.25,1.18,PDE|3.60mlMSO
2.65,-73.02,45.14,18,1980,4,19,23,32,0,0.245,1.154,SSC|TMP10369
3,-84.13,35.76,5,1980,4,21,20,44,5.7,0.2,1.112,NCE|2.8mc
2.58,-75.98,46.6,12,1980,4,24,10,24,11,0.173,1.074,SSC|TMP10378
2.63,-73.39,46.81,7,1980,4,25,5,43,35.3,0.122,1.036,SSC|TMP10380
2.85,-75,40.3,0,1980,5,2,19,2,0,0.24,1.165,NCE|3.0mn
2.96,-69.61,44.29,0,1980,5,4,8,56,0,0.361,1.413,SSC|2.96mwa(TblB3
2.93,-109.93,44.65,2,1980,5,7,9,31,0.4,0.2,1.112,SRA|2.70mdUSG
2.66,-69.1,45.23,0,1980,5,10,12,44,0,0.368,1.432,SSC|2.66mwa(TblB3
2.85,-75.25,45.26,19,1980,5,19,23,40,50,0.24,1.165,NCE|3.0mn
3.55,-74.55,44.89,0,1980,5,23,8,39,0,0.353,1.391,SSC|3.55mwa(TblB3
3.74,-75.23,43.56,0,1980,6,6,13,15,0,0.352,1.389,SSC|3.74mwa(TblB3
3.08,-101.01,35.48,1,1980,6,9,22,37,12.3,0.24,1.165,NCE|3.4lg
2.68,-82.81,35.46,1,1980,6,10,23,47,32.2,0.24,1.165,NCE|3.0lg
2.98,-84.03,35.73,1,1980,6,25,18,2,1.6,0.24,1.165,NCE|3.3lg
2.55,-90.38,38.19,0,1980,6,28,10,44,50.3,0.297,1.235,SSC|TMP10455
3.25,-70.75,47.56,10,1980,7,1,3,6,38,0.24,1.165,NCE|3.4mn
2.95,-70.33,47.3,10,1980,7,2,7,50,33,0.24,1.165,NCE|3.1mn
2.86,-69.86,44.45,0,1980,7,4,11,56,0,0.363,1.418,SSC|2.86mwa(TblB3
2.88,-89.6,36.56,4,1980,7,5,8,54,40.1,0.24,1.165,NCE|3.2mn
2.88,-99.7,35.18,5,1980,7,18,14,29,46.8,0.24,1.165,NCE|3.2lg
2.67,-74.18,45.14,11,1980,7,25,0,0,0,0.244,1.153,SSC|TMP10498
2.78,-87.44,33.94,0,1980,7,25,15,30,12.5,0.24,1.165,SRA|3.10mnGS
5,-83.91,38.17,12,1980,7,27,18,52,21,0.125,1.042,SLU|5.04mwm(BSSA82)
3.31,-81.364,34.351,1,1980,7,29,1,10,22.7,0.2,1.112,SRA|3.20mdGS
2.85,-82.04,49.9,18,1980,7,31,10,10,4,0.24,1.165,NCE|3.0mn
2.96,-74.153,40.428,0,1980,8,2,17,20,0,0.361,1.413,SSC|2.96mwa(TblB3
2.55,-97.588,34.096,5,1980,8,5,17,13,32.9,0.297,1.235,SSC|TMP10519
2.86,-75.16,43.54,0,1980,8,11,14,54,0,0.363,1.418,SSC|2.86mwa(TblB3
3.05,-82.99,41.99,1,1980,8,20,9,34,53.4,0.24,1.165,NCE|3.2mn
2.5,-74.15,40.43,0,1980,8,20,17,20,59.7,0.246,1.156,SSC|TMP10545
2.78,-84.87,37.98,1,1980,8,23,3,49,3.7,0.24,1.165,NCE|3.1lg
3.45,-67.78,41.4,0,1980,8,25,13,14,0,0.354,1.394,SSC|3.45mwa(TblB3
2.85,-74.9,39.8,0,1980,8,30,9,19,0,0.24,1.165,NCE|3.0mn
2.86,-69.44,44.41,0,1980,8,31,8,34,0,0.363,1.418,SSC|2.86mwa(TblB3
3.08,-80.19,32.98,7,1980,9,1,5,44,42.2,0.25,1.18,NCE|2.9ml
2.56,-73.78,41.11,0,1980,9,4,4,30,0,0.371,1.44,SSC|2.56mwa(TblB3
3.25,-69,44.68,0,1980,9,8,5,59,0,0.356,1.399,SSC|3.25mwa(TblB3
2.77,-82.947,34.122,13,1980,9,10,19,49,46.4,0.2,1.112,SRA|2.50mdGS
2.85,-90.41,36.89,8,1980,9,11,18,49,0,0.284,1.213,SSC|TMP10587
3.31,-105.12,41.18,0,1980,9,12,22,33,55.4,0.25,1.18,SRA|3.20mlGS
2.77,-90.63,37.07,6,1980,9,20,5,57,15,0.287,1.218,SSC|TMP10601
3.05,-74.34,45.69,4,1980,9,21,4,7,31,0.24,1.165,NCE|3.2mn
3.05,-74.02,43.63,1,1980,9,21,20,54,45.1,0.24,1.165,SRA|3.20mnPAL
2.85,-69.9,47.67,6,1980,9,30,18,26,1,0.24,1.165,NCE|3.0mn
3.37,-80.57,43.15,5,1980,10,14,0,58,56.4,0.46,1.752,NCE|3.4ml
2.96,-72.88,41.33,0,1980,10,25,0,41,0,0.361,1.413,SSC|2.96mwa(TblB3
2.68,-97.76,35.46,1,1980,11,2,10,0,48.9,0.24,1.165,NCE|3.0lg
2.68,-79.9,38.18,4,1980,11,5,21,48,14.7,0.24,1.165,NCE|3.0lg
2.56,-71.36,43.66,0,1980,11,5,22,40,0,0.371,1.44,SSC|2.56mwa(TblB3
3.05,-70.96,45.25,0,1980,11,21,4,9,0,0.359,1.407,SSC|3.05mwa(TblB3
2.66,-69.16,45.22,0,1980,11,22,21,28,0,0.368,1.432,SSC|2.66mwa(TblB3
2.76,-71.39,42.62,0,1980,11,23,0,39,0,0.365,1.424,SSC|2.76mwa(TblB3
2.55,-90.23,38.17,12,1980,11,30,19,28,14.5,0.297,1.235,SSC|TMP10746
3.31,-90.84,38.71,10,1980,12,1,16,55,15.5,0.269,1.189,SSC|TMP10750
3.48,-89.43,36.17,5,1980,12,2,8,59,29.7,0.24,1.165,NCE|3.8lg
2.77,-82.622,34.786,4,1980,12,16,17,40,7.8,0.2,1.112,SRA|2.50mdGS
2.76,-97.464,34.855,5,1980,12,17,12,49,45.4,0.147,1.053,SSC|TMP10781
2.76,-72.02,44.111,0,1980,12,25,16,58,0,0.365,1.424,SSC|2.76mwa(TblB3
2.77,-81.33,34.346,7,1980,12,27,8,40,26.7,0.2,1.112,SRA|2.50mdGS
2.85,-83.91,38.2,11,1980,12,30,3,7,8.1,0.22,1.137,NCE|lnfa=06.5
2.62,-89.51,36.36,5,1981,1,2,14,31,23,0.2,1.112,SRA|2.30mdTEC
3.05,-70.01,43.89,0,1981,1,4,9,17,0,0.359,1.407,SSC|3.05mwa(TblB3
2.95,-103.45,51.89,5,1981,1,10,8,34,31,0.24,1.165,NCE|3.1lg
2.85,-69.46,50.07,5,1981,1,23,2,57,50,0.24,1.165,NCE|3.0mn
2.75,-101.89,50.71,5,1981,1,27,6,13,11,0.24,1.165,NCE|2.9lg
2.62,-91.56,36.24,6,1981,1,31,5,10,40.1,0.294,1.23,SSC|TMP10849
3,-84.539,35.312,4,1981,2,3,14,26,50,0.2,1.112,SRA|2.80mdTEC
3.05,-80.76,46.52,18,1981,2,7,9,49,0,0.245,1.154,SSC|TMP10858
3.08,-78.44,37.72,6,1981,2,11,13,44,16.4,0.24,1.165,NCE|3.4lg
2.65,-91.8,30,0,1981,2,13,2,15,0,0.515,1.886,SSC|TMP10872
3.15,-91.36,28.23,10,1981,2,18,6,33,32,0.2,1.112,NCE|3.0mc
3.15,-91.46,29.56,5,1981,2,18,6,33,48.2,0.2,1.112,SRA|3.00mdTEC
3.15,-74.93,45.96,18,1981,2,19,7,7,10,0.24,1.165,NCE|3.3mn
2.58,-91.41,36.16,3,1981,3,5,5,34,56.9,0.152,1.057,SSC|TMP39508
2.72,-70.16,47.67,15,1981,3,15,19,43,0,0.173,1.074,SSC|TMP10912
2.62,-80.19,32.96,6,1981,3,19,4,33,55.4,0.2,1.112,NCE|2.3mc
2.65,-78.26,42.86,6,1981,3,31,21,5,14.2,0.24,1.165,SRA|2.80mnPAL
3,-84.524,35.319,5,1981,4,2,6,32,39.1,0.2,1.112,SRA|2.80mdTEC
4.18,-104.96,39.91,8,1981,4,2,16,10,6.4,0.24,1.165,NCE|4.5lg
2.55,-71.22,41.59,1,1981,4,3,9,24,12.5,0.24,1.165,PDE|2.70lgWES
2.77,-83.211,33.253,0,1981,4,4,9,19,38.3,0.2,1.112,SRA|2.50mdATL
3.48,-89.386,38.868,7,1981,4,8,1,53,13.2,0.24,1.165,PDE|3.80lgSLM
2.77,-82.11,35.5,7,1981,4,9,12,2,37.4,0.2,1.112,SRA|2.50mdTEC
2.93,-110.54,37.72,2,1981,4,9,23,41,29.9,0.2,1.112,SRA|2.70mdUU
3.05,-101.85,50.66,5,1981,4,13,3,28,21,0.24,1.165,NCE|3.2lg
3.55,-65.7,45.93,18,1981,4,13,17,31,38,0.24,1.165,NCE|3.7mn
2.62,-89.55,36.49,9,1981,4,19,16,25,3.7,0.294,1.23,SSC|TMP10983
2.62,-88.85,37.72,2,1981,4,27,3,37,56.6,0.294,1.23,SSC|TMP10992
3.18,-82.42,35.33,10,1981,5,5,21,21,56.7,0.24,1.165,NCE|3.5lg
3.15,-110.37,36.83,1,1981,5,29,3,9,2.2,0.2,1.112,SRA|3.00mdUU
2.62,-89.49,36.28,4,1981,5,29,14,56,12.2,0.2,1.112,SRA|2.30mdTEC
2.68,-81.651,36.205,1,1981,6,3,20,54,22.4,0.24,1.165,PDE|3.00lgBLA
2.55,-90.28,35.73,9,1981,6,7,10,38,56.2,0.297,1.235,SSC|TMP11066
2.88,-94.32,31.99,5,1981,6,9,1,46,32.7,0.24,1.165,NCE|3.2lg
3.08,-89.03,37.82,19,1981,6,9,14,15,47.8,0.24,1.165,NCE|3.4mb
2.65,-89.9,43.9,0,1981,6,12,15,30,0,0.515,1.886,SSC|TMP11078
3.09,-70.08,47.41,0,1981,6,16,17,55,0,0.066,1.012,SSC|3.09mwa(TblB3
3.18,-90.07,35.85,9,1981,6,26,8,33,27,0.24,1.165,NCE|3.5lg
2.93,-97.63,41.52,4,1981,6,26,18,55,2.2,0.2,1.112,SRA|2.70mdKGS
2.95,-71.55,43.57,0,1981,6,28,22,42,35,0.24,1.165,NCE|3.1mn
3.25,-74.62,45.17,13,1981,7,5,21,47,23,0.24,1.165,NCE|3.4mn
3.18,-97.73,34.85,5,1981,7,11,21,9,21.8,0.24,1.165,NCE|3.5lg
3.16,-66.8,49.82,0,1981,7,13,4,48,0,0.125,1.042,SSC|3.20mwm(TblB2
3.15,-110.31,36.82,0,1981,7,14,19,29,51,0.2,1.112,SRA|3.00mdUU
2.62,-89.5,36.5,3,1981,7,26,17,52,45.1,0.294,1.23,SSC|TMP11186
3.68,-89.18,36.03,11,1981,8,7,11,53,44,0.24,1.165,NCE|4.0lg
2.56,-73.54,44.07,1,1981,8,10,23,6,59.3,0.183,1.083,SSC|TMP11214
3.15,-72.24,48.66,5,1981,8,23,23,17,20,0.24,1.165,NCE|3.3mn
2.7,-87.93,34.17,5,1981,8,26,4,5,34.5,0.29,1.223,SSC|TMP11270
3.15,-80.59,43.15,1,1981,8,28,10,51,33,0.24,1.165,NCE|3.3mn
3.15,-85.17,34.63,3,1981,9,4,17,21,44.5,0.2,1.112,NCE|3.0mc
2.95,-81.41,42.8,9,1981,9,5,5,49,21,0.24,1.165,NCE|3.1mn
2.78,-100.516,42.891,5,1981,9,7,0,38,9.1,0.24,1.165,PDE|3.10lgTUL
3.23,-110.542,37.511,7,1981,9,10,7,55,9.3,0.25,1.18,PDE|3.10mlSLC
3.08,-101.85,43.04,5,1981,9,13,22,16,29.7,0.24,1.165,NCE|3.4lg
3.35,-76.39,43.56,0,1981,9,16,14,41,0,0.355,1.397,SSC|3.35mwa(TblB3
3.17,-75.05,46.05,13,1981,9,18,0,0,0,0.244,1.153,SSC|TMP11336
2.95,-66.11,49.53,18,1981,9,18,2,24,11,0.24,1.165,NCE|3.1mn
2.89,-74.39,45.76,18,1981,9,20,22,17,46,0.46,1.752,PDE|2.80mlOTT
2.7,-89.53,36.67,3,1981,9,22,4,50,37.9,0.29,1.223,SSC|TMP11343
2.91,-75.56,46.37,0,1981,9,30,23,41,0,0.068,1.012,SSC|2.91mwa(TblB3
2.76,-72.5,44.75,0,1981,10,2,18,19,0,0.365,1.424,SSC|2.76mwa(TblB3
2.98,-98.54,41.17,5,1981,10,9,21,54,27.8,0.24,1.165,NCE|3.3lg
4.04,-72.56,41.13,0,1981,10,21,16,49,0,0.353,1.391,SSC|4.04mwa(TblB3
2.77,-89.44,36.3,3,1981,10,22,10,33,29.3,0.2,1.112,SRA|2.50mdTEC
2.7,-89.68,36.16,11,1981,10,22,19,12,49.8,0.29,1.223,SSC|TMP11381
3.39,-65.25,49.83,0,1981,10,28,19,56,0,0.082,1.018,SSC|3.39mwa(TblB3
2.78,-105.299,39.519,1,1981,11,2,3,3,0.1,0.24,1.165,PDE|3.10lgTUL
2.88,-95.26,32.02,5,1981,11,6,12,36,40.5,0.24,1.165,NCE|3.2lg
2.68,-89.39,36.09,12,1981,11,8,17,11,19,0.24,1.165,NCE|3.0lg
3.25,-77.04,46.98,18,1981,11,12,18,40,14,0.24,1.165,NCE|3.4mn
3.39,-66.61,47.03,0,1981,11,28,5,12,0,0.065,1.011,SSC|3.39mwa(TblB3
2.77,-82.2,37.63,7,1981,11,30,17,33,11,0.2,1.112,SRA|2.50mdTEC
3.15,-72.64,45.38,3,1981,12,6,16,11,27,0.24,1.165,NCE|3.3mn
3,-87.073,33.264,10,1981,12,9,3,29,35.6,0.2,1.112,SRA|2.80mdTEC
2.58,-97.66,36.39,5,1981,12,17,5,44,54.7,0.24,1.165,SRA|2.90mnTUL
2.62,-90.62,36.89,3,1981,12,17,17,29,59.6,0.294,1.23,SSC|TMP11466
2.62,-84.178,35.47,10,1981,12,25,16,3,31.3,0.294,1.23,SSC|TMP11477
2.85,-89.32,37.17,2,1981,12,27,21,10,42.7,0.2,1.112,SRA|2.60mdTEC
2.55,-89.66,36.54,9,1981,12,31,11,17,49.2,0.297,1.235,SSC|TMP11483
3.23,-86.43,35.18,13,1982,1,2,2,0,26.2,0.2,1.112,NCE|3.1mc
3.58,-102.49,31.18,5,1982,1,4,16,56,8.1,0.24,1.165,NCE|3.9lg
5.43,-66.66,46.98,10,1982,1,9,12,53,51,0.125,1.042,SLU|5.47mwm(SRL92)
4.18,-71.6,43.5,8,1982,1,19,0,14,42,0.125,1.042,SLU|4.22mwm(SRL92)
4.34,-92.21,35.17,6,1982,1,21,0,33,54,0.125,1.042,SLU|4.38mwm(SRL92)
2.66,-69.49,46.82,0,1982,1,21,0,39,0,0.368,1.432,SSC|2.66mwa(TblB3
2.87,-70.38,47.45,6,1982,1,27,1,35,56,0.24,1.165,NCE|3.3mn
2.66,-70.94,41.87,0,1982,1,27,18,50,0,0.368,1.432,SSC|2.66mwa(TblB3
2.55,-89.79,36.08,10,1982,1,27,21,0,3.8,0.297,1.235,SSC|TMP11594
3.08,-81.39,32.98,7,1982,1,28,4,52,51.9,0.24,1.165,SRA|3.40mnGS
3,-83.96,35.8,20,1982,1,30,12,39,12.9,0.2,1.112,SRA|2.80mdTEC
2.53,-67.48,49.18,18,1982,1,30,15,44,0,0.173,1.074,SSC|TMP11607
2.55,-83.664,35.716,14,1982,1,31,10,13,42.5,0.297,1.235,SSC|TMP11609
2.78,-90.06,35.92,10,1982,2,2,9,26,46.3,0.24,1.165,NCE|3.1lg
2.77,-86.62,32.68,0,1982,2,5,10,59,6.9,0.25,1.18,SRA|2.50mlATL
3,-89.6,36.61,7,1982,2,11,2,54,24.7,0.2,1.112,SRA|2.80mdSLM
2.77,-85.46,34.61,0,1982,2,23,9,19,7.9,0.25,1.18,SRA|2.50mlATL
3.08,-109.4,39.6,0,1982,2,25,20,20,4.2,0.25,1.18,SRA|2.90mlUU
2.77,-89.53,36.49,6,1982,2,26,5,2,59.2,0.287,1.218,SSC|TMP11671
3,-80.14,32.94,7,1982,3,1,3,33,13.6,0.2,1.112,NCE|2.8mc
2.98,-104.03,48.51,18,1982,3,9,13,10,50.1,0.24,1.165,NCE|3.3lg
2.78,-103.27,35.36,5,1982,3,16,11,3,2.7,0.24,1.165,NCE|3.1lg
2.57,-79.88,46.3,18,1982,3,19,16,48,13,0.24,1.165,NCE|3.0mn
2.57,-69.53,44.54,7,1982,3,26,14,57,39.8,0.27,1.213,SRA|2.40mdWES
2.93,-88.69,38.74,15,1982,3,27,4,48,49.6,0.281,1.208,SSC|TMP11753
2.68,-98.46,29.85,5,1982,3,28,23,24,32.9,0.24,1.165,NCE|3.0lg
3.15,-82.04,36.51,3,1982,4,13,13,4,13.3,0.2,1.112,NCE|3.0mc
2.55,-89.42,36.1,8,1982,4,14,1,34,41.8,0.297,1.235,SSC|TMP11789
2.85,-81.34,34.31,2,1982,4,14,5,29,35.4,0.25,1.18,SRA|2.60mlCSC
3.15,-111.3,38.22,9,1982,4,17,6,0,12.5,0.25,1.18,SRA|3.00mlUU
3.18,-92.24,35.18,0,1982,4,21,21,17,55,0.24,1.165,NCE|3.5lg
3,-89.7,35.73,5,1982,5,1,13,5,26.7,0.2,1.112,SRA|2.80mdTEC
2.78,-96.47,33.99,5,1982,5,3,7,54,48.6,0.24,1.165,NCE|3.1lg
2.93,-83.47,32.71,0,1982,5,5,11,11,2.6,0.2,1.112,SRA|2.70mdATL
3.46,-109.7,44.64,11,1982,5,9,21,7,36.5,0.2,1.112,SRA|3.40mdMSO
2.85,-85.02,34.9,10,1982,5,12,1,21,52.2,0.2,1.112,SRA|2.60mdTEC
2.7,-87.52,34.266,18,1982,5,12,4,58,4.4,0.29,1.223,SSC|TMP11843
2.86,-70.49,44.01,0,1982,5,14,6,49,0,0.363,1.418,SSC|2.86mwa(TblB3
2.85,-89.54,36.46,1,1982,6,2,11,55,45.4,0.2,1.112,SRA|2.60mdTEC
3.08,-92.26,35.2,4,1982,6,12,15,0,27.6,0.2,1.112,SRA|2.90mdTEC
2.96,-72.46,41.53,0,1982,6,17,14,14,0,0.361,1.413,SSC|2.96mwa(TblB3
2.86,-76.95,47.39,0,1982,6,23,0,22,0,0.068,1.012,SSC|2.86mwa(TblB3
2.77,-80.96,37.87,11,1982,6,23,16,17,34.1,0.2,1.112,SRA|2.50mdBLA
2.85,-89.67,39.34,5,1982,7,1,0,40,39.6,0.284,1.213,SSC|TMP11966
3.16,-92.25,35.2,0,1982,7,5,4,13,0,0.125,1.042,SSC|3.20mwm(TblB2
3.28,-96.72,44.01,5,1982,7,11,19,42,28.4,0.24,1.165,NCE|3.6lg
3.2,-74.55,46,17,1982,7,13,2,18,0,0.125,1.042,J96|3.2mwa
2.7,-89.45,36.26,4,1982,7,14,16,1,35.6,0.2,1.112,SRA|2.40mdTEC
2.86,-69.02,46.08,0,1982,7,15,7,27,0,0.363,1.418,SSC|2.86mwa(TblB3
3.23,-81.55,34.32,2,1982,7,16,14,16,2.9,0.2,1.112,SRA|3.10mdTEC
2.55,-88.23,38.34,24,1982,7,22,19,32,17.7,0.297,1.235,SSC|TMP12021
2.54,-72.64,44.81,18,1982,8,3,23,12,0,0.183,1.083,SSC|TMP12048
2.96,-75.46,45.89,0,1982,8,6,6,29,0,0.125,1.042,SSC|3.00mwm(TblB2
2.88,-92.24,35.18,3,1982,8,9,11,12,31.3,0.24,1.165,PDE|3.20lgTUL
2.78,-88.73,37.25,5,1982,8,11,10,32,38.8,0.24,1.165,NCE|3.1lg
2.76,-71.93,43.54,0,1982,8,12,16,59,0,0.365,1.424,SSC|2.76mwa(TblB3
3.46,-78.61,46.66,0,1982,8,13,1,6,0,0.125,1.042,SSC|3.50mwm(TblB2
2.55,-89.51,36.27,4,1982,8,13,12,35,40.4,0.297,1.235,SSC|TMP39519
3.98,-105.38,49.06,18,1982,8,17,4,49,25,0.24,1.165,NCE|4.3mb
2.97,-70.38,47.37,20,1982,8,29,2,7,11,0.24,1.165,NCE|3.4mn
2.55,-89.62,35.7,10,1982,8,30,0,54,45.4,0.297,1.235,SSC|TMP39522
3.31,-108.851,42.721,5,1982,8,31,22,2,18.5,0.25,1.18,PDE|3.20mlGS
3.15,-82.9,34.96,3,1982,9,2,21,52,45.5,0.2,1.112,SRA|3.00mdTEC
2.77,-98.89,38.79,11,1982,9,3,10,55,20.5,0.2,1.112,SRA|2.50mdKGS
3.17,-76.61,45.69,0,1982,9,3,23,14,0,0.065,1.011,SSC|3.17mwa(TblB3
3.31,-84.51,35.19,13,1982,9,5,10,11,9.4,0.2,1.112,NCE|3.2mc
2.77,-89.62,36.56,4,1982,9,6,21,22,53.4,0.2,1.112,SRA|2.50mdTEC
2.93,-89.88,36.23,4,1982,9,7,3,31,56.8,0.2,1.112,SRA|2.70mdTEC
3.08,-84.25,35.68,8,1982,9,24,22,19,16.9,0.24,1.165,NCE|3.4lg
3.17,-92.23,35.21,3,1982,9,25,23,17,5.4,0.24,1.165,PDE|3.49lgTUL
3.07,-101.85,50.73,5,1982,9,28,7,17,49,0.24,1.165,NCE|3.5lg
3,-89.43,36.26,7,1982,9,29,2,6,28,0.2,1.112,SRA|2.80mdTEC
2.59,-64.08,43.32,5,1982,9,30,16,36,0,0.146,1.052,SSC|TMP12198
3.08,-89.65,36.55,11,1982,10,2,23,43,50.6,0.2,1.112,SRA|2.90mdTEC
2.87,-62.81,51.25,18,1982,10,3,4,31,5,0.24,1.165,NCE|3.3mn
3.58,-102.57,36.1,5,1982,10,14,12,52,46.3,0.24,1.165,NCE|3.9lg
2.56,-68.8,45.43,0,1982,10,16,3,55,0,0.371,1.44,SSC|2.56mwa(TblB3
2.85,-89.42,36.24,5,1982,10,17,19,53,43,0.2,1.112,SRA|2.60mdTEC
2.57,-66.6,47,5,1982,10,18,4,37,49,0.24,1.165,NCE|3.0mn
